# time_in_ns	dG_in_kT
11.770	0.156250
11.780	0.156250
11.790	0.156250
11.800	0.156250
11.810	0.156250
11.820	0.156250
11.830	0.156250
11.840	0.156250
11.850	0.156250
11.860	0.156250
11.870	0.156250
11.880	0.156250
11.890	0.039060
11.900	-0.156250
11.910	-0.273440
11.920	-0.468750
11.930	-0.742190
11.940	-0.820310
11.950	-0.820310
11.960	-0.937500
11.970	-1.093750
11.980	-1.210940
11.990	-1.289060
12.000	-1.328120
12.010	-1.640620
12.020	-1.914060
12.030	-2.070310
12.040	-2.187500
12.050	-2.187500
12.060	-2.187500
12.070	-2.187500
12.080	-2.187500
12.090	-2.187500
12.100	-2.187500
12.110	-2.187500
12.120	-2.187500
12.130	-2.187500
12.140	-2.187500
12.150	-2.187500
12.160	-2.187500
12.170	-2.187500
12.180	-2.187500
12.190	-2.187500
12.200	-2.187500
12.210	-2.187500
12.220	-2.187500
12.230	-2.187500
12.240	-2.187500
12.250	-2.187500
12.260	-2.187500
12.270	-2.187500
12.280	-2.187500
12.290	-2.148440
12.300	-2.031250
12.310	-1.835940
12.320	-1.796880
12.330	-1.796880
12.340	-1.796880
12.350	-1.796880
12.360	-1.796880
12.370	-1.796880
12.380	-1.796880
12.390	-1.796880
12.400	-1.796880
12.410	-1.796880
12.420	-1.640620
12.430	-1.484380
12.440	-1.367190
12.450	-1.367190
12.460	-1.367190
12.470	-1.367190
12.480	-1.367190
12.490	-1.367190
12.500	-1.367190
12.510	-1.367190
12.520	-1.367190
12.530	-1.367190
12.540	-1.367190
12.550	-1.367190
12.560	-1.367190
12.570	-1.367190
12.580	-1.367190
12.590	-1.367190
12.600	-1.250000
12.610	-1.054690
12.620	-0.937500
12.630	-0.625000
12.640	-0.507810
12.650	-0.195310
12.660	0.000000
12.670	0.351560
12.680	0.390620
12.690	0.410160
12.700	0.468750
12.710	0.585940
12.720	0.703120
12.730	0.859380
12.740	0.976560
12.750	1.015620
12.760	1.093750
12.770	1.093750
12.780	1.250000
12.790	1.367190
12.800	1.464840
12.810	1.503910
12.820	1.640620
12.830	1.738280
12.840	1.777340
12.850	1.894530
12.860	1.894530
12.870	1.992190
12.880	2.089840
12.890	2.187500
12.900	2.246090
12.910	2.382810
12.920	2.519530
12.930	2.558590
12.940	2.558590
12.950	2.558590
12.960	2.558590
12.970	2.558590
12.980	2.558590
12.990	2.558590
13.000	2.558590
13.010	2.558590
13.020	2.558590
13.030	2.558590
13.040	2.636720
13.050	2.675780
13.060	2.675780
13.070	2.695310
13.080	2.695310
13.090	2.695310
13.100	2.695310
13.110	2.695310
13.120	2.695310
13.130	2.695310
13.140	2.695310
13.150	2.695310
13.160	2.695310
13.170	2.695310
13.180	2.695310
13.190	2.695310
13.200	2.695310
13.210	2.695310
13.220	2.695310
13.230	2.695310
13.240	2.695310
13.250	2.695310
13.260	2.695310
13.270	2.695310
13.280	2.695310
13.290	2.695310
13.300	2.695310
13.310	2.695310
13.320	2.695310
13.330	2.695310
13.340	2.695310
13.350	2.695310
13.360	2.695310
13.370	2.695310
13.380	2.695310
13.390	2.695310
13.400	2.695310
13.410	2.695310
13.420	2.695310
13.430	2.695310
13.440	2.695310
13.450	2.695310
13.460	2.695310
13.470	2.695310
13.480	2.695310
13.490	2.734380
13.500	2.812500
13.510	2.812500
13.520	2.812500
13.530	2.812500
13.540	2.812500
13.550	2.812500
13.560	2.812500
13.570	2.812500
13.580	2.812500
13.590	2.812500
13.600	2.832030
13.610	2.832030
13.620	2.832030
13.630	2.832030
13.640	2.832030
13.650	2.832030
13.660	2.832030
13.670	2.832030
13.680	2.832030
13.690	2.832030
13.700	2.832030
13.710	2.832030
13.720	2.851560
13.730	2.851560
13.740	2.910160
13.750	3.007810
13.760	3.007810
13.770	3.007810
13.780	3.007810
13.790	3.007810
13.800	3.007810
13.810	3.007810
13.820	3.007810
13.830	3.007810
13.840	3.007810
13.850	3.007810
13.860	3.007810
13.870	3.007810
13.880	3.007810
